network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.9.88.0/21,1735102,1733045,,0,0,11900,5.329,100.292,100
1.9.96.0/20,1735161,1733045,,0,0,59200,3.1189,101.6746,10
1.9.112.0/24,1777077,1733045,,0,0,43200,3.0643,101.7543,5
1.9.113.0/24,10063567,1733045,,0,0,,1.3947,103.6216,10
1.9.114.0/23,10941913,1733045,,0,0,43007,2.9927,101.7909,5
1.9.116.0/24,1735161,1733045,,0,0,58000,3.1249,101.6831,10
1.9.117.0/24,1732752,1733045,,0,0,80506,1.4655,103.7578,20
1.9.118.0/24,1732722,1733045,,0,0,81700,1.5002,103.8273,20
1.9.119.0/24,1735102,1733045,,0,0,11900,5.329,100.292,5
1.9.120.0/23,1734634,1733045,,0,0,31400,4.6117,101.1045,200
1.9.122.0/24,6692366,1733045,,0,0,11200,5.4608,100.2814,20
1.9.123.0/24,1732891,1733045,,0,0,45000,3.2494,101.3661,50
1.9.124.0/24,10941913,1733045,,0,0,43000,3.0081,101.7719,10
1.9.125.0/24,1734759,1733045,,0,0,75200,2.2115,102.241,10
1.9.126.0/23,1735161,1733045,,0,0,51200,3.1876,101.672,20
1.9.128.0/22,1734753,1733045,,0,0,75450,2.2634,102.2767,100
1.9.132.0/23,1734753,1733045,,0,0,75450,2.2634,102.2767,100
1.9.134.0/24,1735168,1733045,,0,0,68000,3.1543,101.7432,100
1.9.135.0/24,1732876,1733045,,0,0,53200,2.4694,103.0555,100
1.9.136.0/22,1734810,1733045,,0,0,71950,2.6981,101.9075,200
1.9.140.0/24,1735161,1733045,,0,0,58000,3.1249,101.6831,5
1.9.141.0/24,1732903,1733045,,0,0,40000,3.0763,101.5168,50
1.9.142.0/23,1732752,1733045,,0,0,81100,1.551,103.7096,20
1.9.144.0/22,1732752,1733045,,0,0,80506,1.4655,103.7578,100
1.9.148.0/23,1734759,1733045,,0,0,75050,2.203,102.2696,5
1.9.150.0/23,1734769,1733045,,0,0,42000,3.0218,101.4343,20
1.9.152.0/23,10941913,1733045,,0,0,43000,3.0081,101.7719,10
1.9.154.0/23,1735161,1733045,,0,0,55100,3.139,101.72,5
1.9.156.0/22,1735161,1733045,,0,0,50490,3.1443,101.6718,5
1.9.160.0/22,1734705,1733045,,0,0,20400,5.2184,103.1682,10
1.9.164.0/24,1734705,1733045,,0,0,21300,5.3436,103.0796,10
1.9.165.0/24,1734705,1733045,,0,0,20680,5.3293,103.1403,10
1.9.166.0/24,1734705,1733045,,0,0,20200,5.3149,103.1282,10
1.9.167.0/24,1735227,1733045,,0,0,25250,3.7543,103.1253,10
1.9.168.0/21,1732903,1733045,,0,0,40170,3.073,101.5131,100
1.9.176.0/23,1735158,1733045,,0,0,47301,3.1065,101.6079,10
1.9.178.0/24,1734814,1733045,,0,0,71200,2.6331,101.9521,50
1.9.179.0/24,1732903,1733045,,0,0,40150,3.1071,101.5526,10
1.9.180.0/23,1732752,1733045,,0,0,81200,1.5249,103.6874,5
1.9.182.0/23,1734052,1733045,,0,0,90000,5.848,117.9591,200
1.9.184.0/23,1777077,1733045,,0,0,43200,3.0643,101.7543,10
1.9.186.0/23,1736309,1733045,,0,0,5000,6.1061,100.3686,50
1.9.188.0/22,1734705,1733045,,0,0,21020,5.3235,103.0618,100
1.9.192.0/22,1738050,1733045,,0,0,98000,4.2678,113.9692,200
1.9.196.0/25,1733353,1733045,,0,0,89607,5.6032,115.962,50
1.9.196.128/25,1736929,1733045,,0,0,96300,2.6667,112.0833,50
1.9.197.0/24,1736929,1733045,,0,0,96300,2.6667,112.0833,50
1.9.198.0/23,1734537,1733045,,0,0,94760,1.0167,110.3667,500
1.9.200.0/22,1732903,1733045,,0,0,40100,3.0838,101.5326,1000
1.9.204.0/24,1732903,1733045,,0,0,40100,3.0838,101.5326,1000
1.9.205.0/24,1732687,1733045,,0,0,83000,1.8577,103.0368,1000
1.9.206.0/23,1732903,1733045,,0,0,40100,3.0838,101.5326,1000
1.9.208.0/23,1734748,1733045,,0,0,76100,2.2982,102.2824,200
1.9.210.0/23,1771287,1733045,,0,0,71807,2.8033,101.7972,50
1.9.212.0/25,1734759,1733045,,0,0,75450,2.2036,102.2675,50
1.9.212.128/25,1734810,1733045,,0,0,71450,2.7053,101.9628,50
1.9.213.0/24,1732752,1733045,,0,0,81200,1.5249,103.6874,1
1.9.214.0/23,1735158,1733045,,0,0,47400,3.1285,101.6254,5
1.9.216.0/22,1735166,1733045,,0,0,68100,3.2248,101.678,20
1.9.220.0/22,1735634,1733045,,0,0,93350,1.5419,110.3818,1000
1.9.224.0/21,10941913,1733045,,0,0,43000,3.0081,101.7719,200
1.9.232.0/21,1732753,1733045,,0,0,80100,1.4947,103.702,200
1.9.240.0/22,7697699,1733045,,0,0,43800,2.9686,101.652,20
1.9.244.0/23,7697699,1733045,,0,0,43800,2.9686,101.652,20
1.9.246.0/24,1732711,1733045,,0,0,82000,1.5666,103.3873,20
1.9.247.0/24,7697699,1733045,,0,0,43800,2.9686,101.652,20
1.9.248.0/21,1734634,1733045,,0,0,30350,4.6105,101.1045,100
1.10.0.0/21,1814991,1814991,,0,0,,34.7725,113.7266,50
1.10.8.0/23,1814991,1814991,,0,0,,34.7725,113.7266,50
1.10.10.0/24,2077456,2077456,,0,0,,-33.494,143.2104,1000
1.10.11.0/24,1814991,1814991,,0,0,,34.7725,113.7266,50
1.10.12.0/22,1814991,1814991,,0,0,,34.7725,113.7266,50
1.10.16.0/20,1814991,1814991,,0,0,,34.7725,113.7266,50
1.10.32.0/19,1814991,1814991,,0,0,,34.7725,113.7266,50
1.10.64.0/18,1814991,1814991,,0,0,,34.7725,113.7266,50
1.10.128.0/23,1609350,1605651,,0,0,10260,13.6682,100.5805,10
1.10.130.0/23,1607983,1605651,,0,0,12160,14.0132,100.5373,20
1.10.132.0/22,1606418,1605651,,0,0,18190,14.5317,100.9165,100
1.10.136.0/23,1153269,1605651,,0,0,77110,12.5667,99.9667,100
1.10.138.0/23,1150515,1605651,,0,0,84150,9.1455,99.335,50
1.10.140.0/22,1609350,1605651,,0,0,10110,13.7086,100.4553,200
1.10.144.0/21,1154689,1605651,,0,0,84140,9.4333,99.9667,500
1.10.152.0/23,1151254,1605651,,0,0,80130,7.8333,98.3833,200
1.10.154.0/23,1611231,1605651,,0,0,80180,7.962,100.0002,100
1.10.156.0/23,1609350,1605651,,0,0,10310,13.7877,100.5068,10
1.10.158.0/23,1607530,1605651,,0,0,10210,14.183,100.2835,50
1.10.160.0/22,1609776,1605651,,0,0,40000,16.295,102.6138,200
1.10.164.0/22,1155010,1605651,,0,0,,7.7874,98.335,500
1.10.168.0/22,1609350,1605651,,0,0,10200,13.7594,100.4889,20
1.10.172.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,20
1.10.174.0/23,1606147,1605651,,0,0,90000,7.0206,100.6637,20
1.10.176.0/23,1606033,1605651,,0,0,72110,14.4742,100.1222,100
1.10.178.0/24,1609032,1605651,,0,0,15000,14.8025,100.6181,100
1.10.179.0/24,1607958,1605651,,0,0,13140,14.4517,100.7149,100
1.10.180.0/23,1620251,1605651,,0,0,,14.2833,100.1333,50
1.10.182.0/23,1609350,1605651,,0,0,10140,13.6855,100.5003,20
1.10.184.0/24,1607530,1605651,,0,0,10210,14.183,100.2835,5
1.10.185.0/24,1609350,1605651,,0,0,10310,13.7877,100.5068,5
1.10.186.0/23,1609350,1605651,,0,0,10310,13.7877,100.5068,5
1.10.188.0/22,1607708,1605651,,0,0,65190,16.5692,100.6309,200
1.10.192.0/22,1609350,1605651,,0,0,10200,13.7594,100.4889,20
1.10.196.0/22,1609350,1605651,,0,0,10520,13.7167,100.7833,20
1.10.200.0/23,1609350,1605651,,0,0,10330,13.7877,100.5068,20
1.10.202.0/23,1153081,1605651,,0,0,71110,13.9674,99.6351,100
1.10.204.0/24,1607532,1605651,,0,0,13160,14.2333,100.5833,50
1.10.205.0/24,1609350,1605651,,0,0,10200,13.7594,100.4889,50
1.10.206.0/23,1607532,1605651,,0,0,13120,14.3517,100.5774,50
1.10.208.0/23,1605239,1605651,,0,0,41000,17.4158,102.7849,200
1.10.210.0/23,1606030,1605651,,0,0,,14.8853,103.4939,200
1.10.212.0/23,1609350,1605651,,0,0,10260,13.6682,100.5805,100
1.10.214.0/23,1607737,1605651,,0,0,67170,16.4433,101.1475,200
1.10.216.0/23,1152221,1605651,,0,0,58000,18.6712,98.0633,200
1.10.218.0/23,1153671,1605651,,0,0,50230,18.6913,98.9121,20
1.10.220.0/23,1150007,1605651,,0,0,92170,7.5686,99.6814,200
1.10.222.0/24,1604710,1605651,,0,0,96170,6.6167,101.65,50
1.10.223.0/25,1604710,1605651,,0,0,96170,6.6167,101.65,50
1.10.223.128/26,1611635,1605651,,0,0,95110,5.7465,101.0828,50
1.10.223.192/26,1604710,1605651,,0,0,96170,6.6167,101.65,50
1.10.224.0/23,1149698,1605651,,0,0,76130,13.1106,99.9484,100
1.10.226.0/24,1606586,1605651,,0,0,75000,13.4,100,100
1.10.227.0/24,1153081,1605651,,0,0,71170,14.0866,99.5509,1
1.10.228.0/22,1153269,1605651,,0,0,77110,12.5667,99.9667,200
1.10.232.0/22,1606588,1605651,,0,0,74000,13.5333,100.2833,50
1.10.236.0/23,1153269,1605651,,0,0,77110,12.5667,99.9667,200
1.10.238.0/24,1606588,1605651,,0,0,74000,13.5333,100.2833,20
1.10.239.0/24,1606588,1605651,,0,0,74120,13.5833,100.1167,50
1.10.240.0/23,1884830,1605651,,0,0,14140,14.65,100.4667,100
1.10.242.0/23,1613747,1605651,,0,0,13130,14.5664,100.7041,100
1.10.244.0/23,1153807,1605651,,0,0,76120,12.8,99.9667,200
1.10.246.0/23,1150490,1605651,,0,0,63000,16.8652,99.1319,200
1.10.248.0/23,1609032,1605651,,0,0,15000,14.8025,100.6181,20
1.10.250.0/23,1614295,1605651,,0,0,20150,13.0508,100.9367,100
1.10.252.0/22,1611649,1605651,,0,0,,17.6847,102.1675,200
1.11.0.0/19,1843564,1835841,,0,0,21539,37.4562,126.7288,5
1.11.32.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.48.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.56.0/22,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.60.0/22,1843564,1835841,,0,0,21539,37.4562,126.7288,1
1.11.64.0/21,1832426,1835841,,0,0,17049,37.2336,127.201,50
1.11.72.0/24,1835848,1835841,,0,0,2878,37.5985,126.9783,1
1.11.73.0/24,8349533,1835841,,0,0,8070,37.5137,126.8482,1
1.11.74.0/23,1835848,1835841,,0,0,2878,37.5985,126.9783,1
1.11.76.0/22,8349533,1835841,,0,0,8070,37.5137,126.8482,1
1.11.80.0/21,1832847,1835841,,0,0,11445,37.8109,127.0233,50
1.11.88.0/21,1835841,1835841,,0,0,,37.5112,126.9741,200
1.11.96.0/21,1844173,1835841,,0,0,32214,36.5671,126.6263,1
1.11.104.0/21,1835895,1835841,,0,0,31983,36.7761,126.4506,1
1.11.112.0/20,1834885,1835841,,0,0,31763,36.917,126.6674,50
1.11.128.0/20,1838716,1835841,,0,0,14554,37.4988,126.7827,1
1.11.144.0/21,1843564,1835841,,0,0,21539,37.4562,126.7288,10
1.11.152.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,10
1.11.156.0/22,1838716,1835841,,0,0,14554,37.4988,126.7827,5
1.11.160.0/21,1838716,1835841,,0,0,14554,37.4988,126.7827,20
1.11.168.0/21,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.11.176.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.11.180.0/24,1838716,1835841,,0,0,14554,37.4988,126.7827,20
1.11.181.0/24,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.11.182.0/23,1838716,1835841,,0,0,14554,37.4988,126.7827,20
1.11.184.0/23,1838716,1835841,,0,0,14554,37.4988,126.7827,20
1.11.186.0/23,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.11.188.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,20
1.11.192.0/19,1838716,1835841,,0,0,14554,37.4988,126.7827,5
1.11.224.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,5
1.11.228.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,1
1.11.232.0/21,1842936,1835841,,0,0,10108,37.6175,126.7195,5
1.11.240.0/21,1842936,1835841,,0,0,10108,37.6175,126.7195,50
1.11.248.0/22,1842936,1835841,,0,0,10108,37.6175,126.7195,1000
1.11.252.0/24,11523293,1835841,,0,0,30018,36.6112,127.2944,100
1.11.253.0/24,1842936,1835841,,0,0,10108,37.6175,126.7195,100
1.11.254.0/23,11523293,1835841,,0,0,30018,36.6112,127.2944,100
1.12.0.0/14,1814991,1814991,,0,0,,34.7725,113.7266,50
1.16.0.0/14,1835841,1835841,,0,0,,37.5112,126.9741,200
1.20.0.0/21,1608133,1605651,,0,0,11120,13.9181,100.4974,20
1.20.8.0/23,1608269,1605651,,0,0,39000,17.0424,102.3518,500
1.20.10.0/23,1611110,1605651,,0,0,20000,13.3626,100.9843,500
1.20.12.0/22,1608269,1605651,,0,0,39000,17.0424,102.3518,500
1.20.16.0/20,1609350,1605651,,0,0,10260,13.6682,100.5805,20
1.20.32.0/21,1609350,1605651,,0,0,10200,13.7594,100.4889,200
1.20.40.0/21,1608133,1605651,,0,0,11140,13.85,100.4333,20
1.20.48.0/20,1609350,1605651,,0,0,10400,13.7618,100.5324,100
1.20.64.0/20,1606030,1605651,,0,0,,14.8853,103.4939,200
1.20.80.0/23,1609032,1605651,,0,0,15000,14.8025,100.6181,200
1.20.82.0/23,1608148,1605651,,0,0,20190,13.1468,101.3816,200
1.20.84.0/22,1606030,1605651,,0,0,,14.8853,103.4939,200
1.20.88.0/22,1606030,1605651,,0,0,,14.8853,103.4939,200
1.20.92.0/22,1609350,1605651,,0,0,10120,13.7086,100.4553,200
1.20.96.0/21,1607532,1605651,,0,0,13170,14.2167,100.7333,50
1.20.104.0/21,1609350,1605651,,0,0,10700,13.751,100.4873,50
1.20.112.0/20,1609350,1605651,,0,0,10700,13.751,100.4873,50
1.20.128.0/21,1150953,1605651,,0,0,70180,13.5167,99.35,200
1.20.136.0/23,1150953,1605651,,0,0,70180,13.5167,99.35,200
1.20.138.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,200
1.20.140.0/22,1605912,1605651,,0,0,60140,15.6454,100.2218,200
1.20.144.0/21,1156780,1605651,,0,0,80240,8.0731,98.9132,200
1.20.152.0/23,1606147,1605651,,0,0,90110,7.1,100.4167,500
1.20.154.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,500
1.20.156.0/23,1609350,1605651,,0,0,10200,13.7594,100.4889,500
1.20.158.0/24,1607532,1605651,,0,0,13000,14.3755,100.5663,500
1.20.159.0/24,1609350,1605651,,0,0,10200,13.7594,100.4889,500
1.20.160.0/22,1609350,1605651,,0,0,10160,13.7159,100.417,5
1.20.164.0/23,1609032,1605651,,0,0,15000,14.8025,100.6181,50
1.20.166.0/24,1609032,1605651,,0,0,15000,14.8025,100.6181,50
1.20.167.0/24,1607532,1605651,,0,0,13120,14.3517,100.5774,50
1.20.168.0/23,1605239,1605651,,0,0,41000,17.4158,102.7849,200
1.20.170.0/23,1609350,1605651,,0,0,10310,13.7877,100.5068,100
1.20.172.0/23,1608539,1605651,,0,0,26000,14.2031,101.2147,100
1.20.174.0/23,1614295,1605651,,0,0,20150,13.0508,100.9367,50
1.20.176.0/21,1606588,1605651,,0,0,74000,13.5333,100.2833,20
1.20.184.0/22,1609350,1605651,,0,0,10140,13.6855,100.5003,10
1.20.188.0/23,1153671,1605651,,0,0,50000,18.791,98.9782,10
1.20.190.0/23,1153669,1605651,,0,0,57000,19.8968,99.8309,1
1.20.192.0/22,1611439,1605651,,0,0,24000,13.6826,101.1957,200
1.20.196.0/23,1607532,1605651,,0,0,13120,14.3517,100.5774,200
1.20.198.0/23,1611439,1605651,,0,0,24000,13.6826,101.1957,200
1.20.200.0/22,1609350,1605651,,0,0,10310,13.7877,100.5068,200
1.20.204.0/23,1605239,1605651,,0,0,41310,17.135,102.972,100
1.20.206.0/24,1608534,1605651,,0,0,73000,13.8667,100.1917,100
1.20.207.0/24,1608539,1605651,,0,0,26000,14.2031,101.2147,200
1.20.208.0/23,1606588,1605651,,0,0,74000,13.5333,100.2833,500
1.20.210.0/23,1608534,1605651,,0,0,73000,13.8667,100.1917,500
1.20.212.0/22,1608534,1605651,,0,0,73000,13.8667,100.1917,500
1.20.216.0/23,1151254,1605651,,0,0,83120,7.9167,98.35,500
1.20.218.0/23,1150154,1605651,,0,0,52160,17.6025,99.2139,500
1.20.220.0/22,1152472,1605651,,0,0,,18.2937,99.4903,500
1.20.224.0/22,1609350,1605651,,0,0,14000,13.7494,100.5024,500
1.20.228.0/23,1609350,1605651,,0,0,10100,13.7366,100.4995,500
1.20.230.0/23,1606147,1605651,,0,0,90110,7.1,100.4167,500
1.20.232.0/22,1608409,1605651,,0,0,96000,6.2491,102.0315,500
1.20.236.0/22,1608529,1605651,,0,0,30000,15.0598,102.2215,500
1.20.240.0/23,1607532,1605651,,0,0,13120,14.3517,100.5774,100
1.20.242.0/23,1153671,1605651,,0,0,50230,18.6913,98.9121,10
1.20.244.0/22,1620053,1605651,,0,0,,17.6696,100.2954,500
1.20.248.0/23,1609350,1605651,,0,0,10400,13.7618,100.5324,500
1.20.250.0/24,1609350,1605651,,0,0,10160,13.7159,100.417,500
1.20.251.0/24,1607244,1605651,,0,0,,14.6441,103.4062,500
1.20.252.0/23,1609350,1605651,,0,0,10160,13.7159,100.417,500
1.20.254.0/23,1609350,1605651,,0,0,12000,14.0435,100.6421,500
1.21.0.0/21,1851717,1861060,,0,0,424-0801,35.2944,138.59,500
1.21.8.0/22,1851717,1861060,,0,0,424-0801,35.2944,138.59,500
1.21.12.0/23,1851717,1861060,,0,0,424-0801,35.2944,138.59,500
1.21.14.0/24,1862415,1861060,,0,0,730-0021,34.4,132.45,500
1.21.15.0/24,1851717,1861060,,0,0,424-0801,35.2944,138.59,500
1.21.16.0/20,1848354,1861060,,0,0,231-0021,35.4482,139.6463,1
1.21.32.0/19,1852675,1861060,,0,0,154-0017,35.6468,139.6546,1
1.21.64.0/19,11611632,1861060,,0,0,183-0031,35.6921,139.7166,100
1.21.96.0/23,1863209,1861060,,0,0,475-0038,34.8833,136.9333,50
1.21.98.0/24,1859779,1861060,,0,0,124-0001,35.7535,139.8216,20
1.21.99.0/24,11790394,1861060,,0,0,179-0071,35.7715,139.6257,20
1.21.100.0/23,1850147,1861060,,0,0,102-0082,35.6882,139.7532,10
1.21.102.0/26,1850147,1861060,,0,0,102-0082,35.6882,139.7532,10
1.21.102.64/26,1852083,1861060,,0,0,160-0021,35.6918,139.7002,10
1.21.102.128/25,1850147,1861060,,0,0,102-0082,35.6882,139.7532,10
1.21.103.0/24,1850147,1861060,,0,0,102-0082,35.6882,139.7532,10
1.21.104.0/23,1856367,1861060,,0,0,180-0001,35.7144,139.5728,20
1.21.106.0/23,1852083,1861060,,0,0,160-0021,35.6918,139.7002,20
1.21.108.0/23,1860827,1861060,,0,0,891-0111,31.4524,130.6088,500
1.21.110.0/23,1865750,1861060,,0,0,121-0051,35.797,139.8339,20
1.21.112.0/25,1848354,1861060,,0,0,230-0061,35.5161,139.6773,100
1.21.112.128/26,1862415,1861060,,0,0,733-0021,34.1883,132.5371,100
1.21.112.192/26,1862599,1861060,,0,0,191-0051,35.7017,139.5011,100
1.21.113.0/24,1848354,1861060,,0,0,230-0061,35.5161,139.6773,100
1.21.114.0/24,1850147,1861060,,0,0,102-0082,35.6882,139.7532,100
1.21.115.0/25,1863967,1861060,,0,0,811-1211,33.525,130.4276,100
1.21.115.128/25,1862415,1861060,,0,0,734-0001,34.3773,132.4741,100
1.21.116.0/23,1864529,1861060,,0,0,101-0041,35.698,139.768,100
1.21.118.0/26,9192863,1861060,,0,0,330-0071,35.8877,139.642,100
1.21.118.64/26,2113015,1861060,,0,0,263-0031,35.6382,140.0882,100
1.21.118.128/27,1857420,1861060,,0,0,153-0061,35.6419,139.702,100
1.21.118.160/27,1864132,1861060,,0,0,426-0071,34.8646,138.2526,100
1.21.118.192/26,1864132,1861060,,0,0,426-0071,34.8646,138.2526,100
1.21.119.0/24,1864132,1861060,,0,0,426-0071,34.8646,138.2526,100
1.21.120.0/21,1848354,1861060,,0,0,230-0061,35.5161,139.6773,100
1.21.128.0/24,1850147,1861060,,0,0,103-0021,35.6839,139.762,200
1.21.129.0/25,1852083,1861060,,0,0,160-0021,35.6918,139.7002,50
1.21.129.128/26,1859171,1861060,,0,0,654-0011,34.6582,135.1326,1
1.21.129.192/26,6940394,1861060,,0,0,336-0961,35.887,139.7309,20
1.21.130.0/23,1851451,1861060,,0,0,130-0001,35.7107,139.8015,100
1.21.132.0/23,1852582,1861060,,0,0,150-0011,35.6537,139.71,20
1.21.134.0/24,1863964,1861060,,0,0,508-0203,35.5683,137.449,200
1.21.135.0/24,1853909,1861060,,0,0,543-0011,34.6316,135.5146,5
1.21.136.0/21,1850147,1861060,,0,0,102-0082,35.6882,139.7532,20
1.21.144.0/25,1864834,1861060,,0,0,174-0051,35.7766,139.7001,200
1.21.144.128/25,1859779,1861060,,0,0,124-0011,35.7384,139.837,200
1.21.145.0/25,1865294,1861060,,0,0,446-0031,35.0023,137.1366,200
1.21.145.128/25,1860034,1861060,,0,0,496-0901,34.9864,136.9814,200
1.21.146.0/24,1856057,1861060,,0,0,462-0041,35.2,136.9167,200
1.21.147.0/24,1859308,1861060,,0,0,115-0051,35.791,139.6978,200
1.21.148.0/23,1856057,1861060,,0,0,451-0081,35.2004,136.8744,200
1.21.150.0/24,1858063,1861060,,0,0,525-0028,35.0276,135.9384,200
1.21.151.0/24,1856057,1861060,,0,0,451-0081,35.2004,136.8744,200
1.21.152.0/21,1864834,1861060,,0,0,174-0051,35.7766,139.7001,200
1.21.160.0/21,1852140,1861060,,0,0,140-0011,35.6044,139.739,20
1.21.168.0/22,1848354,1861060,,0,0,231-0841,35.435,139.6491,20
1.21.172.0/24,1852675,1861060,,0,0,156-0051,35.6511,139.6411,20
1.21.173.0/24,1848354,1861060,,0,0,231-0821,35.4252,139.6393,20
1.21.174.0/24,1852140,1861060,,0,0,140-0011,35.6044,139.739,20
1.21.175.0/24,1859641,1861060,,0,0,214-0011,35.6364,139.5465,20
1.21.176.0/20,1852140,1861060,,0,0,140-0011,35.6044,139.739,20
1.21.192.0/21,1864549,1861060,,0,0,472-0051,35.075,137.2917,200
1.21.200.0/23,1864549,1861060,,0,0,472-0051,35.075,137.2917,200
1.21.202.0/24,1848354,1861060,,0,0,241-0831,35.4583,139.5543,200
1.21.203.0/24,1864549,1861060,,0,0,472-0051,35.075,137.2917,200
1.21.204.0/24,1849299,1861060,,0,0,811-2131,33.5632,130.5087,200
1.21.205.0/24,11611486,1861060,,0,0,676-0011,34.7833,135.1,200
1.21.206.0/23,1849299,1861060,,0,0,811-2131,33.5632,130.5087,200
1.21.208.0/20,1864549,1861060,,0,0,472-0051,35.075,137.2917,200
1.21.224.0/19,1861060,1861060,,0,0,,35.69,139.69,500
1.22.0.0/21,1278994,1269750,,0,0,211003,25.4448,81.8432,10
1.22.8.0/22,1275339,1269750,,0,0,400070,19.0748,72.8856,20
1.22.12.0/22,7279746,1269750,,0,0,110091,28.5788,77.3321,1000
1.22.16.0/21,1253102,1269750,,0,0,530044,17.6801,83.2016,5
1.22.24.0/22,1275339,1269750,,0,0,400078,19.0748,72.8856,10
1.22.28.0/23,1273294,1269750,,0,0,110054,28.6504,77.2372,10
1.22.30.0/23,1275339,1269750,,0,0,400078,19.0748,72.8856,10
1.22.32.0/22,1261481,1269750,,0,0,110001,28.6331,77.2207,1
1.22.36.0/23,1271308,1269750,,0,0,201012,28.665,77.4421,10
1.22.38.0/23,1271951,1269750,,0,0,121003,28.4127,77.3136,20
1.22.40.0/26,1273294,1269750,,0,0,110054,28.6504,77.2372,1000
1.22.40.64/26,1253405,1269750,,0,0,221010,25.3144,83.0053,1000
1.22.40.128/25,1273294,1269750,,0,0,110054,28.6504,77.2372,1000
1.22.41.0/24,1253405,1269750,,0,0,221010,25.3144,83.0053,200
1.22.42.0/23,1254661,1269750,,0,0,400615,19.197,72.9635,20
1.22.44.0/23,1275004,1269750,,0,0,700059,22.5655,88.3653,1000
1.22.46.0/24,1264527,1269750,,0,0,600081,13.086,80.2751,1000
1.22.47.0/24,1278994,1269750,,0,0,211003,25.4448,81.8432,100
1.22.48.0/23,1277333,1269750,,0,0,560002,12.9721,77.5933,1
1.22.50.0/23,1275339,1269750,,0,0,400070,19.0748,72.8856,1
1.22.52.0/23,1275339,1269750,,0,0,400022,19.0748,72.8856,50
1.22.54.0/23,1255364,1269750,,0,0,395007,21.198,72.83,1
1.22.56.0/22,1267995,1269750,,0,0,208027,26.4652,80.3498,50
1.22.60.0/24,1267995,1269750,,0,0,209203,26.4652,80.3498,50
1.22.61.0/24,1264733,1269750,,0,0,226004,26.8371,80.9206,50
1.22.62.0/23,1264733,1269750,,0,0,226004,26.8371,80.9206,50
1.22.64.0/22,1262180,1269750,,0,0,440008,21.1463,79.0849,200
1.22.68.0/22,1277333,1269750,,0,0,560002,12.9721,77.5933,100
1.22.72.0/22,1277333,1269750,,0,0,560002,12.9721,77.5933,1000
1.22.76.0/22,1253405,1269750,,0,0,221007,25.3144,83.0053,1000
1.22.80.0/21,1253573,1269750,,0,0,390007,22.3003,73.2051,100
1.22.88.0/22,1273294,1269750,,0,0,110054,28.6504,77.2372,500
1.22.92.0/23,1255364,1269750,,0,0,395007,21.198,72.83,1
1.22.94.0/23,1269750,1269750,,0,0,,20.0063,77.006,1000
1.22.96.0/23,1258847,1269750,,0,0,360004,22.2916,70.7932,1
1.22.98.0/24,1259229,1269750,,0,0,411038,18.5213,73.8523,1
1.22.99.0/24,1263214,1269750,,0,0,250002,28.98,77.7064,1
1.22.100.0/24,1259229,1269750,,0,0,411008,18.5213,73.8523,10
1.22.101.0/25,1275339,1269750,,0,0,400070,19.0748,72.8856,50
1.22.101.128/25,1253133,1269750,,0,0,401303,19.4559,72.8114,50
1.22.102.0/24,1275339,1269750,,0,0,400070,19.0748,72.8856,100
1.22.103.0/24,1277333,1269750,,0,0,560002,12.9721,77.5933,1000
1.22.104.0/24,1279233,1269750,,0,0,382350,23.0276,72.5871,20
1.22.105.0/26,1279233,1269750,,0,0,380007,23.0276,72.5871,20
1.22.105.64/26,1279233,1269750,,0,0,382350,23.0276,72.5871,20
1.22.105.128/25,1279233,1269750,,0,0,382350,23.0276,72.5871,20
1.22.106.0/23,1261481,1269750,,0,0,110008,28.6331,77.2207,20
1.22.108.0/22,1275339,1269750,,0,0,400070,19.0748,72.8856,10
1.22.112.0/23,1269743,1269750,,0,0,452001,22.7163,75.8316,1000
1.22.114.0/23,1275339,1269750,,0,0,400701,19.0397,73.0141,1000
1.22.116.0/24,1275339,1269750,,0,0,400070,19.0748,72.8856,1000
1.22.117.0/24,10524208,1269750,,0,0,500048,17.372,78.438,1000
1.22.118.0/23,1269743,1269750,,0,0,452001,22.7163,75.8316,1000
1.22.120.0/21,1267995,1269750,,0,0,208024,26.4652,80.3498,1
1.22.128.0/22,1273294,1269750,,0,0,110054,28.6504,77.2372,1000
1.22.132.0/22,1267995,1269750,,0,0,208005,26.4652,80.3498,1
1.22.136.0/23,1279233,1269750,,0,0,380008,23.0276,72.5871,20
1.22.138.0/24,1264733,1269750,,0,0,226016,26.8371,80.9206,20
1.22.139.0/24,1279233,1269750,,0,0,380008,23.0276,72.5871,20
